,Domain,Facility_ID,DateFrom
1259,Fyzioterapeut,2185,2020-11-25
1260,Fyzioterapeut,2195,2020-12-23
1261,Fyzioterapeut,2204,2020-12-16
1262,Fyzioterapeut,2215,2020-12-14
1263,Fyzioterapeut,2233,2021-01-01
1264,Fyzioterapeut,2340,2020-01-01
1265,Fyzioterapeut,2361,2020-01-01
1266,Fyzioterapeut,2496,2020-11-23
1267,Fyzioterapeut,2567,2020-11-09
1268,Fyzioterapeut,2580,2020-11-02
1269,Fyzioterapeut,2679,2020-11-01
1270,Fyzioterapeut,2684,2020-10-14
1271,Fyzioterapeut,2724,2020-09-30
1272,Fyzioterapeut,2748,2020-09-30
1273,Fyzioterapeut,2771,2020-09-30
1274,Fyzioterapeut,2778,2020-10-01
1275,Fyzioterapeut,2781,2020-10-01
1276,Fyzioterapeut,2847,2020-09-14
1277,Fyzioterapeut,2886,2020-08-31
1278,Fyzioterapeut,2888,2020-09-01
1279,Fyzioterapeut,2895,2020-08-31
1280,Fyzioterapeut,2902,2020-09-01
1281,Fyzioterapeut,2908,2020-09-01
1282,Fyzioterapeut,3046,2020-08-05
1283,Fyzioterapeut,3062,2020-08-05
1284,Fyzioterapeut,3106,2020-07-20
1285,Fyzioterapeut,3197,2020-07-15
1286,Fyzioterapeut,3228,2020-06-25
1287,Fyzioterapeut,3252,2020-07-01
1288,Fyzioterapeut,3254,2020-07-01
1289,Fyzioterapeut,3255,2020-07-01
1290,Fyzioterapeut,3353,2020-06-15
1291,Fyzioterapeut,3373,2020-06-15
1292,Fyzioterapeut,3386,2020-06-15
1293,Fyzioterapeut,3388,2020-06-15
1294,Fyzioterapeut,3415,2020-06-10
1295,Fyzioterapeut,3552,2019-12-04
1296,Fyzioterapeut,3621,2012-01-23
1297,Fyzioterapeut,3623,2020-04-22
1298,Fyzioterapeut,3797,2020-04-02
1299,Fyzioterapeut,3843,2020-04-02
1300,Fyzioterapeut,3945,2020-01-01
1301,Fyzioterapeut,4024,2020-02-20
1302,Fyzioterapeut,4183,2020-03-09
1303,Fyzioterapeut,4269,2020-02-19
1304,Fyzioterapeut,4279,2020-02-19
1305,Fyzioterapeut,4491,2020-02-03
1306,Fyzioterapeut,4517,2020-01-01
1307,Fyzioterapeut,4553,2020-01-01
1308,Fyzioterapeut,4563,2020-01-01
1309,Fyzioterapeut,4573,2020-01-01
1310,Fyzioterapeut,4574,2020-01-01
1311,Fyzioterapeut,4575,2020-01-01
1312,Fyzioterapeut,4587,2020-01-01
1313,Fyzioterapeut,4618,2020-01-08
1314,Fyzioterapeut,4685,2020-01-29
1315,Fyzioterapeut,4686,2020-01-29
1316,Fyzioterapeut,4729,2020-01-15
1317,Fyzioterapeut,4773,2019-01-01
1318,Fyzioterapeut,4819,2020-01-14
1319,Fyzioterapeut,4821,2020-01-01
1320,Fyzioterapeut,4895,2020-01-01
1321,Fyzioterapeut,5253,2019-07-01
1322,Fyzioterapeut,5489,2019-09-25
1323,Fyzioterapeut,5538,2019-09-30
1324,Fyzioterapeut,5540,2019-09-30
1325,Fyzioterapeut,5590,2019-01-01
1326,Fyzioterapeut,5614,2020-01-01
1327,Fyzioterapeut,5795,2019-08-26
1328,Fyzioterapeut,5863,2019-09-03
1329,Fyzioterapeut,6223,2019-06-12
1330,Fyzioterapeut,6492,2019-06-30
1331,Fyzioterapeut,6521,2019-05-22
1332,Fyzioterapeut,6524,2019-05-20
1333,Fyzioterapeut,6570,2019-01-01
1334,Fyzioterapeut,6671,2019-04-29
1335,Fyzioterapeut,6694,2019-05-03
1336,Fyzioterapeut,6847,2019-01-01
1337,Fyzioterapeut,6849,2019-01-01
1338,Fyzioterapeut,6851,2019-01-01
1339,Fyzioterapeut,6856,2019-03-31
1340,Fyzioterapeut,6871,2019-06-01
1341,Fyzioterapeut,6872,2019-06-01
1342,Fyzioterapeut,6874,2019-06-01
1343,Fyzioterapeut,6938,2019-01-01
1344,Fyzioterapeut,6939,2019-01-01
1345,Fyzioterapeut,7058,2007-04-19
1346,Fyzioterapeut,7091,2019-02-25
1347,Fyzioterapeut,7092,2019-02-25
1348,Fyzioterapeut,7101,2019-02-27
1349,Fyzioterapeut,7107,2016-01-01
1350,Fyzioterapeut,7112,2019-03-06
1351,Fyzioterapeut,7144,2019-03-05
1352,Fyzioterapeut,7253,2019-01-21
1353,Fyzioterapeut,7254,2019-02-06
1354,Fyzioterapeut,7257,2019-02-06
1355,Fyzioterapeut,7342,2019-02-11
1356,Fyzioterapeut,7343,2019-02-11
1357,Fyzioterapeut,7389,2019-01-28
1358,Fyzioterapeut,7433,2019-01-01
1359,Fyzioterapeut,7436,2019-01-01
1360,Fyzioterapeut,7444,2019-01-08
1361,Fyzioterapeut,7446,2019-01-08
1362,Fyzioterapeut,7450,2019-01-08
1363,Fyzioterapeut,7460,2019-01-01
1364,Fyzioterapeut,7576,2019-01-16
1365,Fyzioterapeut,7578,2019-01-16
1366,Fyzioterapeut,7579,2019-01-16
1367,Fyzioterapeut,7612,2019-01-07
1368,Fyzioterapeut,7613,2019-01-07
1369,Fyzioterapeut,7615,2019-01-09
1370,Fyzioterapeut,7745,2019-01-01
1371,Fyzioterapeut,8018,2019-01-01
1372,Fyzioterapeut,8019,2019-01-01
1373,Fyzioterapeut,8028,2018-11-23
1374,Fyzioterapeut,8065,2018-11-05
1375,Fyzioterapeut,8139,2018-11-12
1376,Fyzioterapeut,8256,2018-10-03
1377,Fyzioterapeut,8303,2018-10-22
1378,Fyzioterapeut,8304,2018-10-22
1379,Fyzioterapeut,8398,2018-09-26
1380,Fyzioterapeut,8466,2018-11-01
1381,Fyzioterapeut,8471,2018-09-24
1382,Fyzioterapeut,8488,2018-09-19
1383,Fyzioterapeut,8489,2018-09-19
1384,Fyzioterapeut,8654,2018-09-01
1385,Fyzioterapeut,8764,2018-04-18
1386,Fyzioterapeut,8803,2018-08-08
1387,Fyzioterapeut,8810,2018-08-01
1388,Fyzioterapeut,9053,2018-06-27
1389,Fyzioterapeut,9091,2018-07-11
1390,Fyzioterapeut,9185,2018-06-25
1391,Fyzioterapeut,9452,2018-05-30
1392,Fyzioterapeut,9557,2018-08-01
1393,Fyzioterapeut,9702,2018-05-16
1394,Fyzioterapeut,9822,2018-04-30
1395,Fyzioterapeut,9864,2018-01-01
1396,Fyzioterapeut,9868,2018-02-19
1397,Fyzioterapeut,9917,2018-04-11
1398,Fyzioterapeut,10370,2018-01-01
1399,Fyzioterapeut,10392,2018-01-01
1400,Fyzioterapeut,10397,2018-01-01
1401,Fyzioterapeut,10587,2018-01-15
1402,Fyzioterapeut,10812,2017-07-01
1403,Fyzioterapeut,10921,2018-01-01
1404,Fyzioterapeut,10974,2017-11-06
1405,Fyzioterapeut,11200,2017-08-31
1406,Fyzioterapeut,11236,2017-11-06
1407,Fyzioterapeut,11319,2017-11-03
1408,Fyzioterapeut,11464,2017-09-27
1409,Fyzioterapeut,11692,2017-09-04
1410,Fyzioterapeut,11718,2016-04-25
1411,Fyzioterapeut,11724,2017-08-21
1412,Fyzioterapeut,11737,2017-08-28
1413,Fyzioterapeut,11746,2017-01-01
1414,Fyzioterapeut,11871,2017-06-19
1415,Fyzioterapeut,11943,2017-07-17
1416,Fyzioterapeut,11945,2017-07-19
1417,Fyzioterapeut,11947,2017-07-19
1418,Fyzioterapeut,12056,2017-06-28
1419,Fyzioterapeut,12157,2017-06-07
1420,Fyzioterapeut,12176,2017-06-14
1421,Fyzioterapeut,12352,2017-05-25
1422,Fyzioterapeut,12367,2017-05-10
1423,Fyzioterapeut,12428,2017-05-02
1424,Fyzioterapeut,12455,2017-05-03
1425,Fyzioterapeut,12456,2017-05-03
1426,Fyzioterapeut,12563,2017-03-29
1427,Fyzioterapeut,12620,2017-03-15
1428,Fyzioterapeut,12730,2017-03-08
1429,Fyzioterapeut,12790,2017-03-06
1430,Fyzioterapeut,12946,2017-01-09
1431,Fyzioterapeut,13058,2017-01-18
1432,Fyzioterapeut,13468,2017-01-01
1433,Fyzioterapeut,13736,2016-11-09
1434,Fyzioterapeut,14065,2016-10-12
1435,Fyzioterapeut,14144,2016-09-21
1436,Fyzioterapeut,14205,2016-01-01
1437,Fyzioterapeut,14216,2016-09-19
1438,Fyzioterapeut,14217,2016-09-19
1439,Fyzioterapeut,14428,2016-09-05
1440,Fyzioterapeut,15188,2016-04-01
1441,Fyzioterapeut,15209,2013-03-28
1442,Fyzioterapeut,15235,2005-01-01
1443,Fyzioterapeut,15368,2017-12-01
1444,Fyzioterapeut,15797,2002-04-29
1445,Fyzioterapeut,15831,2017-01-01
1446,Fyzioterapeut,15838,2017-01-01
1447,Fyzioterapeut,15846,2017-01-01
1448,Fyzioterapeut,15853,2017-01-01
1449,Fyzioterapeut,15858,2017-01-01
1450,Fyzioterapeut,15865,2017-01-01
1451,Fyzioterapeut,15874,2017-01-01
1452,Fyzioterapeut,15879,2017-01-01
1453,Fyzioterapeut,15888,2017-01-01
1454,Fyzioterapeut,15901,2016-06-15
1455,Fyzioterapeut,15908,2017-01-01
1456,Fyzioterapeut,16559,2016-03-30
1457,Fyzioterapeut,16936,2016-01-01
1458,Fyzioterapeut,17090,2016-02-16
1459,Fyzioterapeut,17122,2016-02-10
1460,Fyzioterapeut,17141,2016-02-22
1461,Fyzioterapeut,17158,2016-01-01
1462,Fyzioterapeut,17163,2016-01-01
1463,Fyzioterapeut,17166,2016-01-01
1464,Fyzioterapeut,17172,2016-01-01
1465,Fyzioterapeut,17184,2016-01-01
1466,Fyzioterapeut,17185,2016-01-01
1467,Fyzioterapeut,17194,2016-01-01
1468,Fyzioterapeut,17199,2016-01-01
1469,Fyzioterapeut,17276,2015-03-09
1470,Fyzioterapeut,17291,2015-03-16
1471,Fyzioterapeut,17292,2015-03-02
1472,Fyzioterapeut,17373,2014-10-15
1473,Fyzioterapeut,17376,2015-05-15
1474,Fyzioterapeut,17404,2014-06-04
1475,Fyzioterapeut,17619,2016-01-06
1476,Fyzioterapeut,17817,2016-01-01
1477,Fyzioterapeut,17828,2016-01-01
1478,Fyzioterapeut,18179,2016-01-01
1479,Fyzioterapeut,18181,2014-08-05
1480,Fyzioterapeut,18197,2016-01-01
1481,Fyzioterapeut,18317,2015-01-01
1482,Fyzioterapeut,18485,2015-10-01
1483,Fyzioterapeut,19113,2015-08-26
1484,Fyzioterapeut,19155,2015-10-12
1485,Fyzioterapeut,19157,2015-10-12
1486,Fyzioterapeut,19176,2012-06-01
1487,Fyzioterapeut,19311,2014-11-12
1488,Fyzioterapeut,19318,2015-01-01
1489,Fyzioterapeut,19525,2015-10-10
1490,Fyzioterapeut,19578,2015-01-01
1491,Fyzioterapeut,19683,2014-10-10
1492,Fyzioterapeut,19928,2002-12-18
1493,Fyzioterapeut,19954,2014-05-14
1494,Fyzioterapeut,20010,2015-09-02
1495,Fyzioterapeut,20240,2013-09-03
1496,Fyzioterapeut,20347,2015-07-01
1497,Fyzioterapeut,20378,2007-11-09
1498,Fyzioterapeut,20458,2010-09-01
1499,Fyzioterapeut,20546,2015-07-01
1500,Fyzioterapeut,20551,2010-03-30
1501,Fyzioterapeut,21074,2015-01-01
1502,Fyzioterapeut,21189,2014-01-13
1503,Fyzioterapeut,21225,2015-01-01
1504,Fyzioterapeut,21630,2010-10-22
1505,Fyzioterapeut,22425,2012-12-10
1506,Fyzioterapeut,22472,2014-05-14
1507,Fyzioterapeut,22501,2014-04-01
1508,Fyzioterapeut,22580,2014-06-11
1509,Fyzioterapeut,22686,2014-01-01
1510,Fyzioterapeut,23050,2014-01-01
1511,Fyzioterapeut,23054,2014-06-01
1512,Fyzioterapeut,23105,2014-04-30
1513,Fyzioterapeut,23156,2014-03-01
1514,Fyzioterapeut,23191,2014-03-03
1515,Fyzioterapeut,23192,2014-03-03
1516,Fyzioterapeut,23576,2007-05-15
1517,Fyzioterapeut,23761,2014-02-20
1518,Fyzioterapeut,23846,2014-01-01
1519,Fyzioterapeut,24164,2014-01-01
1520,Fyzioterapeut,24301,2014-01-06
1521,Fyzioterapeut,24306,2014-01-01
1522,Fyzioterapeut,24326,2014-01-01
1523,Fyzioterapeut,24347,2014-01-01
1524,Fyzioterapeut,24350,2014-01-01
1525,Fyzioterapeut,24353,2014-01-01
1526,Fyzioterapeut,24395,2014-01-01
1527,Fyzioterapeut,24633,2013-06-14
1528,Fyzioterapeut,24634,2013-06-14
1529,Fyzioterapeut,24769,2013-04-02
1530,Fyzioterapeut,24796,2009-07-10
1531,Fyzioterapeut,24828,2007-12-25
1532,Fyzioterapeut,25090,2013-07-29
1533,Fyzioterapeut,25091,2013-07-29
1534,Fyzioterapeut,25226,2013-03-01
1535,Fyzioterapeut,25227,2013-03-01
1536,Fyzioterapeut,26057,2012-04-12
1537,Fyzioterapeut,26169,2012-07-19
1538,Fyzioterapeut,26274,2013-09-01
1539,Fyzioterapeut,26275,2013-09-01
1540,Fyzioterapeut,26293,2013-05-01
1541,Fyzioterapeut,26362,2013-03-28
1542,Fyzioterapeut,26590,2013-01-09
1543,Fyzioterapeut,26618,2013-06-01
1544,Fyzioterapeut,26880,2013-07-01
1545,Fyzioterapeut,27031,2013-01-01
1546,Fyzioterapeut,27071,2013-03-11
1547,Fyzioterapeut,27087,2013-05-01
1548,Fyzioterapeut,27151,2013-01-01
1549,Fyzioterapeut,27719,2013-01-01
1550,Fyzioterapeut,27753,2013-03-01
1551,Fyzioterapeut,27800,2013-02-01
1552,Fyzioterapeut,27881,2013-02-01
1553,Fyzioterapeut,28275,2013-01-01
1554,Fyzioterapeut,28747,2012-01-01
1555,Fyzioterapeut,28779,2012-01-01
1556,Fyzioterapeut,29043,2012-01-01
1557,Fyzioterapeut,29208,2013-01-01
1558,Fyzioterapeut,29248,2012-03-01
1559,Fyzioterapeut,29253,2012-02-29
1560,Fyzioterapeut,29280,2012-01-01
1561,Fyzioterapeut,29309,2012-01-01
1562,Fyzioterapeut,29310,2012-04-01
1563,Fyzioterapeut,29447,2012-09-01
1564,Fyzioterapeut,29619,2012-02-01
1565,Fyzioterapeut,29678,2012-09-01
1566,Fyzioterapeut,30315,2012-04-04
1567,Fyzioterapeut,30510,2012-03-01
1568,Fyzioterapeut,30594,2012-01-02
1569,Fyzioterapeut,30597,2012-01-01
1570,Fyzioterapeut,30782,2012-01-01
1571,Fyzioterapeut,30798,2012-01-01
1572,Fyzioterapeut,30819,2013-01-01
1573,Fyzioterapeut,30830,2012-01-01
1574,Fyzioterapeut,30859,2012-01-01
1575,Fyzioterapeut,30860,2012-01-01
1576,Fyzioterapeut,30883,2012-01-01
1577,Fyzioterapeut,30884,2012-01-01
1578,Fyzioterapeut,31025,2011-07-01
1579,Fyzioterapeut,31041,2012-07-01
1580,Fyzioterapeut,31424,2011-01-13
1581,Fyzioterapeut,31450,2011-10-01
1582,Fyzioterapeut,31453,2011-10-01
1583,Fyzioterapeut,31485,2011-05-19
1584,Fyzioterapeut,31582,2009-01-01
1585,Fyzioterapeut,31635,2011-06-01
1586,Fyzioterapeut,31641,2011-07-11
1587,Fyzioterapeut,31756,2011-01-01
1588,Fyzioterapeut,31945,2011-07-01
1589,Fyzioterapeut,32316,2011-04-13
1590,Fyzioterapeut,32318,2011-04-13
1591,Fyzioterapeut,32341,2011-01-01
1592,Fyzioterapeut,32356,2011-01-01
1593,Fyzioterapeut,32451,2011-01-01
1594,Fyzioterapeut,32883,2011-03-01
1595,Fyzioterapeut,32900,2011-01-01
1596,Fyzioterapeut,32961,2011-03-01
1597,Fyzioterapeut,32964,2011-03-01
1598,Fyzioterapeut,33114,2011-01-01
1599,Fyzioterapeut,33258,2010-04-16
1600,Fyzioterapeut,33331,2010-09-01
1601,Fyzioterapeut,33471,2010-10-01
1602,Fyzioterapeut,33565,2010-06-01
1603,Fyzioterapeut,33708,2010-06-09
1604,Fyzioterapeut,33914,2010-07-01
1605,Fyzioterapeut,34005,2010-01-01
1606,Fyzioterapeut,34035,2010-01-01
1607,Fyzioterapeut,34072,2010-03-22
1608,Fyzioterapeut,34081,2010-01-01
1609,Fyzioterapeut,34129,2010-01-01
1610,Fyzioterapeut,34130,2010-01-01
1611,Fyzioterapeut,34135,2010-01-01
1612,Fyzioterapeut,34136,2010-01-01
1613,Fyzioterapeut,34660,2010-01-01
1614,Fyzioterapeut,34672,2010-01-01
1615,Fyzioterapeut,34685,2010-02-01
1616,Fyzioterapeut,34697,2010-01-01
1617,Fyzioterapeut,34701,2010-01-01
1618,Fyzioterapeut,34927,2010-01-01
1619,Fyzioterapeut,35132,2009-11-01
1620,Fyzioterapeut,35228,2009-09-01
1621,Fyzioterapeut,35301,2009-10-01
1622,Fyzioterapeut,35384,2009-08-01
1623,Fyzioterapeut,35385,2009-08-01
1624,Fyzioterapeut,35415,2009-04-13
1625,Fyzioterapeut,35773,2009-06-01
1626,Fyzioterapeut,35928,2009-01-01
1627,Fyzioterapeut,36157,2009-01-01
1628,Fyzioterapeut,36284,2009-01-01
1629,Fyzioterapeut,36438,2009-01-01
1630,Fyzioterapeut,36439,2009-01-01
1631,Fyzioterapeut,36443,2009-02-01
1632,Fyzioterapeut,36444,2009-01-01
1633,Fyzioterapeut,36446,2009-01-01
1634,Fyzioterapeut,36447,2009-01-01
1635,Fyzioterapeut,36468,2009-01-01
1636,Fyzioterapeut,36587,2007-04-01
1637,Fyzioterapeut,36818,2008-09-12
1638,Fyzioterapeut,36855,2008-10-01
1639,Fyzioterapeut,36901,2008-09-01
1640,Fyzioterapeut,36906,2008-09-01
1641,Fyzioterapeut,36944,2008-07-01
1642,Fyzioterapeut,36993,2008-07-03
1643,Fyzioterapeut,36994,2008-07-03
1644,Fyzioterapeut,37145,2008-05-05
1645,Fyzioterapeut,37778,2008-03-20
1646,Fyzioterapeut,37780,2008-03-20
1647,Fyzioterapeut,37782,2008-03-20
1648,Fyzioterapeut,37784,2008-03-20
1649,Fyzioterapeut,37856,2008-01-01
1650,Fyzioterapeut,37857,2008-01-01
1651,Fyzioterapeut,37869,2008-04-01
1652,Fyzioterapeut,37948,2008-01-01
1653,Fyzioterapeut,38030,2007-01-01
1654,Fyzioterapeut,38689,2007-02-06
1655,Fyzioterapeut,38750,2007-09-01
1656,Fyzioterapeut,39028,2007-01-01
1657,Fyzioterapeut,39390,2007-04-25
1658,Fyzioterapeut,39417,2007-02-01
1659,Fyzioterapeut,39647,2007-02-01
1660,Fyzioterapeut,39751,2007-01-01
1661,Fyzioterapeut,39759,2007-01-01
1662,Fyzioterapeut,39777,2007-01-01
1663,Fyzioterapeut,40407,2006-09-01
1664,Fyzioterapeut,40613,2006-01-01
1665,Fyzioterapeut,40671,2006-05-01
1666,Fyzioterapeut,40847,2008-04-03
1667,Fyzioterapeut,41085,2006-01-01
1668,Fyzioterapeut,41138,2006-01-01
1669,Fyzioterapeut,41140,2006-01-01
1670,Fyzioterapeut,41406,2005-12-01
1671,Fyzioterapeut,41512,2005-01-01
1672,Fyzioterapeut,42123,2005-01-01
1673,Fyzioterapeut,42318,2005-01-01
1674,Fyzioterapeut,42319,2005-01-01
1675,Fyzioterapeut,42321,2005-01-01
1676,Fyzioterapeut,42322,2008-07-03
1677,Fyzioterapeut,42323,2005-01-01
1678,Fyzioterapeut,42324,2005-01-01
1679,Fyzioterapeut,42325,2005-01-01
1680,Fyzioterapeut,42342,2005-01-01
1681,Fyzioterapeut,42413,2005-02-01
1682,Fyzioterapeut,42506,2005-03-01
1683,Fyzioterapeut,43004,2004-01-01
1684,Fyzioterapeut,43337,2003-05-01
1685,Fyzioterapeut,43410,2004-04-01
1686,Fyzioterapeut,43491,1994-01-01
1687,Fyzioterapeut,43492,1994-01-01
1688,Fyzioterapeut,43570,2004-01-01
1689,Fyzioterapeut,43800,2004-01-01
1690,Fyzioterapeut,44610,1991-01-01
1691,Fyzioterapeut,44611,1991-01-01
1692,Fyzioterapeut,44657,2003-10-01
1693,Fyzioterapeut,44658,2003-10-01
1694,Fyzioterapeut,44702,2003-01-01
1695,Fyzioterapeut,44825,2003-07-01
1696,Fyzioterapeut,44883,2003-02-17
1697,Fyzioterapeut,45046,1994-01-01
1698,Fyzioterapeut,45097,2003-01-01
1699,Fyzioterapeut,45131,2003-02-01
1700,Fyzioterapeut,45160,2003-01-01
1701,Fyzioterapeut,45181,2003-01-01
1702,Fyzioterapeut,45218,1994-04-01
1703,Fyzioterapeut,45292,2003-01-01
1704,Fyzioterapeut,45295,2003-01-01
1705,Fyzioterapeut,45344,2003-01-01
1706,Fyzioterapeut,45393,2002-10-01
1707,Fyzioterapeut,45589,2018-01-01
1708,Fyzioterapeut,45663,2002-06-01
1709,Fyzioterapeut,45903,2001-01-01
1710,Fyzioterapeut,46156,2000-01-01
1711,Fyzioterapeut,46337,2009-07-01
1712,Fyzioterapeut,46667,1998-10-01
1713,Fyzioterapeut,47521,1997-05-01
1714,Fyzioterapeut,47540,1996-01-01
1715,Fyzioterapeut,47807,1996-05-01
1716,Fyzioterapeut,47813,1996-03-01
1717,Fyzioterapeut,47835,1996-05-01
1718,Fyzioterapeut,47902,1998-12-01
1719,Fyzioterapeut,48071,1995-03-01
1720,Fyzioterapeut,48152,1995-03-01
1721,Fyzioterapeut,48156,1995-03-01
1722,Fyzioterapeut,48213,2000-04-01
1723,Fyzioterapeut,48285,1997-01-01
1724,Fyzioterapeut,48552,2001-04-01
1725,Fyzioterapeut,48761,1996-01-01
1726,Fyzioterapeut,48767,1994-08-01
1727,Fyzioterapeut,48871,1994-12-01
1728,Fyzioterapeut,48894,1995-09-01
1729,Fyzioterapeut,49406,1997-06-01
1730,Fyzioterapeut,49433,1994-03-01
1731,Fyzioterapeut,49435,1994-04-01
1732,Fyzioterapeut,49714,1996-06-01
1733,Fyzioterapeut,49742,1994-01-01
1734,Fyzioterapeut,49744,1994-01-01
1735,Fyzioterapeut,50287,1994-05-01
1736,Fyzioterapeut,51825,1993-02-01
1737,Fyzioterapeut,52610,1993-07-01
1738,Fyzioterapeut,52649,1994-01-01
1739,Fyzioterapeut,52656,1993-09-01
1740,Fyzioterapeut,53737,1994-09-01
1741,Fyzioterapeut,54433,1992-11-01
1742,Fyzioterapeut,56320,1993-01-01
1743,Fyzioterapeut,56701,1992-07-01
1744,Fyzioterapeut,56973,1998-10-01
1745,Fyzioterapeut,57023,1998-09-01
1746,Fyzioterapeut,57059,1998-02-01
1747,Fyzioterapeut,57066,1993-08-01
1748,Fyzioterapeut,57117,2001-07-01
1749,Fyzioterapeut,57132,2001-02-01
1750,Fyzioterapeut,57323,2000-10-01
1751,Fyzioterapeut,57334,1999-01-01
1752,Fyzioterapeut,57354,1998-05-01
1753,Fyzioterapeut,57370,2001-10-01
1754,Fyzioterapeut,57374,1998-01-01
1755,Fyzioterapeut,57771,1998-01-01
1756,Fyzioterapeut,57887,1998-02-01
1757,Fyzioterapeut,57963,2002-05-01
1758,Fyzioterapeut,57996,1997-08-01
1759,Fyzioterapeut,58046,1992-11-01
1760,Fyzioterapeut,58104,1995-01-01
1761,Fyzioterapeut,58105,1998-02-01
1762,Fyzioterapeut,58148,1998-01-01
1763,Fyzioterapeut,58149,1992-01-01
1764,Fyzioterapeut,58257,1992-01-01
1765,Fyzioterapeut,61015,1976-12-01
1766,Fyzioterapeut,61316,1976-12-01
1767,Fyzioterapeut,61337,1976-12-01
1768,Fyzioterapeut,61338,1976-12-01
1769,Fyzioterapeut,61407,1994-01-01
1770,Fyzioterapeut,61408,1994-01-01
1771,Fyzioterapeut,61479,1994-01-01
1772,Fyzioterapeut,61480,1994-01-01
1773,Fyzioterapeut,61500,1994-01-01
1774,Fyzioterapeut,61501,1994-01-01
1775,Fyzioterapeut,61529,1994-01-01
1776,Fyzioterapeut,61530,1994-01-01
1777,Fyzioterapeut,61620,1994-01-01
1778,Fyzioterapeut,61621,1994-01-01
1779,Fyzioterapeut,61651,1994-01-01
1780,Fyzioterapeut,61652,1994-01-01
1781,Fyzioterapeut,61674,1994-01-01
1782,Fyzioterapeut,61675,1994-01-01
1783,Fyzioterapeut,61689,1994-01-01
1784,Fyzioterapeut,61690,1994-01-01
1785,Fyzioterapeut,61712,1994-01-01
1786,Fyzioterapeut,61713,1994-01-01
1787,Fyzioterapeut,61795,1989-12-01
1788,Fyzioterapeut,61796,1989-12-01
1789,Fyzioterapeut,61797,1989-12-01
1790,Fyzioterapeut,61871,1992-01-01
1791,Fyzioterapeut,61919,1992-01-01
1792,kardiologie,116,2021-08-30
1793,kardiologie,400,2021-08-01
1794,kardiologie,1663,2021-02-01
1795,kardiologie,1872,2021-01-01
1796,kardiologie,1873,2021-01-01
1797,kardiologie,1874,2021-01-01
1798,kardiologie,2105,2021-01-01
1799,kardiologie,2330,2020-01-01
1800,kardiologie,2343,2020-01-01
1801,kardiologie,2365,2020-01-01
1802,kardiologie,2582,2021-01-01
1803,kardiologie,2785,2020-10-01
1804,kardiologie,2862,2020-08-26
1805,kardiologie,3047,2020-08-05
1806,kardiologie,3209,2020-08-01
1807,kardiologie,3420,2020-06-01
1808,kardiologie,3801,2020-04-02
1809,kardiologie,3822,2020-04-02
1810,kardiologie,4334,2020-02-05
1811,kardiologie,4335,2020-02-05
1812,kardiologie,4496,2020-01-01
1813,kardiologie,4516,2020-01-01
1814,kardiologie,4589,2020-01-01
1815,kardiologie,4882,2019-06-19
1816,kardiologie,5168,2020-01-01
1817,kardiologie,5250,2019-07-01
1818,kardiologie,5665,2019-10-02
1819,kardiologie,5681,2019-09-25
1820,kardiologie,5857,2019-09-03
1821,kardiologie,5929,2019-09-01
1822,kardiologie,6160,2019-09-01
1823,kardiologie,6202,2019-07-23
1824,kardiologie,6533,2019-10-01
1825,kardiologie,7020,2019-03-28
1826,kardiologie,7102,2019-02-27
1827,kardiologie,7216,2019-02-20
1828,kardiologie,8396,2018-09-26
1829,kardiologie,8469,2018-09-24
1830,kardiologie,8657,2018-09-01
1831,kardiologie,8762,2018-04-18
1832,kardiologie,8818,2018-08-06
1833,kardiologie,9609,2018-05-23
1834,kardiologie,9676,2018-05-14
1835,kardiologie,9727,2018-05-07
1836,kardiologie,10118,2018-03-09
1837,kardiologie,10366,2018-01-01
1838,kardiologie,10450,2018-01-01
1839,kardiologie,10777,2018-03-01
1840,kardiologie,10970,2017-11-06
1841,kardiologie,11229,2017-11-06
1842,kardiologie,11734,2017-08-28
1843,kardiologie,12009,2017-01-01
1844,kardiologie,12106,2017-06-01
1845,kardiologie,12489,2017-04-01
1846,kardiologie,12767,2017-05-01
1847,kardiologie,12953,2017-01-01
1848,kardiologie,13225,2015-09-01
1849,kardiologie,13471,2017-01-01
1850,kardiologie,13523,2017-01-01
1851,kardiologie,13527,2017-01-01
1852,kardiologie,13732,2016-11-09
1853,kardiologie,13853,2016-10-31
1854,kardiologie,14647,2016-08-31
1855,kardiologie,15232,2005-01-01
1856,kardiologie,15311,2016-03-30
1857,kardiologie,15319,2011-06-01
1858,kardiologie,15361,2012-07-16
1859,kardiologie,15827,2017-01-01
1860,kardiologie,15834,2017-01-01
1861,kardiologie,15849,2017-01-01
1862,kardiologie,15861,2017-01-01
1863,kardiologie,15869,2017-01-01
1864,kardiologie,15884,2017-01-01
1865,kardiologie,16610,2016-01-01
1866,kardiologie,16801,2016-04-13
1867,kardiologie,17152,2016-01-11
1868,kardiologie,17175,2016-01-01
1869,kardiologie,17179,2016-01-01
1870,kardiologie,17315,2016-01-01
1871,kardiologie,17391,2015-06-02
1872,kardiologie,17648,2016-01-01
1873,kardiologie,18078,2016-01-01
1874,kardiologie,18089,2016-01-01
1875,kardiologie,18233,2015-01-01
1876,kardiologie,18304,2015-01-01
1877,kardiologie,18308,2015-01-01
1878,kardiologie,19323,2015-01-01
1879,kardiologie,19473,2015-01-05
1880,kardiologie,19570,2014-09-08
1881,kardiologie,19659,2015-06-01
